item_id,expected,anthropic:claude-haiku-4-5.verbalised::status,anthropic:claude-haiku-4-5.verbalised::level,anthropic:claude-haiku-4-5.verbalised::p,anthropic:claude-sonnet-4-5-20250929.verbalised::status,anthropic:claude-sonnet-4-5-20250929.verbalised::level,anthropic:claude-sonnet-4-5-20250929.verbalised::p,anthropic:claude-sonnet-5.verbalised::status,anthropic:claude-sonnet-5.verbalised::level,anthropic:claude-sonnet-5.verbalised::p,local:gemma4-31b-mtplx.verbalised::status,local:gemma4-31b-mtplx.verbalised::level,local:gemma4-31b-mtplx.verbalised::p,local:qwen36-35b-mtplx.verbalised::status,local:qwen36-35b-mtplx.verbalised::level,local:qwen36-35b-mtplx.verbalised::p,local:qwen36-mtplx.verbalised::status,local:qwen36-mtplx.verbalised::level,local:qwen36-mtplx.verbalised::p,openai:gpt-4.1.verbalised::status,openai:gpt-4.1.verbalised::level,openai:gpt-4.1.verbalised::p,openai:gpt-5.4-mini.verbalised::status,openai:gpt-5.4-mini.verbalised::level,openai:gpt-5.4-mini.verbalised::p,openai:gpt-5.5.verbalised::status,openai:gpt-5.5.verbalised::level,openai:gpt-5.5.verbalised::p,typesafe:jev-1.13.0.native::status,typesafe:jev-1.13.0.native::level,typesafe:jev-1.13.0.native::p
64:141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:143,,ok,therapist_input,,ok,therapist_input,,ok,reflection,,,,,,,,,,,ok,other,,ok,reflection,,ok,reflection,,ok,reflection,
64:145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:153,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
64:155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:157,,ok,other,,ok,therapist_input,,ok,other,,,,,,,,,,,ok,other,,ok,reflection,,ok,other,,ok,other,
64:159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:173,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
64:175,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
64:177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:18,,ok,question,,ok,question,,ok,question,,,,,ok,reflection,,ok,question,,ok,question,,ok,question,,ok,reflection,,ok,question,
64:182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:200,,ok,reflection,,ok,reflection,,ok,therapist_input,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,therapist_input,
64:202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:204,,ok,therapist_input,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
64:206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:208,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
64:210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:216,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,reflection,,ok,question,,ok,question,
64:218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:22,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
64:220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:224,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
64:226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:236,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
64:238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:244,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,question,,ok,other,,ok,other,
64:246,,ok,question,,ok,reflection,,ok,reflection,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
64:248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:256,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
64:258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
64:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:58,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
64:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:60,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
64:62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:72,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
64:75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:87,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
64:89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
64:91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
64:95,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
64:97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
64:99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
65:1,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
65:11,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
65:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
65:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
65:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
65:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
65:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
65:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
65:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
65:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
65:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
65:3,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
65:31,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
65:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
65:5,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
65:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
65:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
66:0,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
66:10,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,other,,ok,reflection,
66:12,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
66:14,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
66:15,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
66:17,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,other,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
66:19,,ok,therapist_input,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
66:2,,ok,question,,ok,other,,ok,question,,,,,ok,question,,ok,other,,ok,other,,ok,question,,ok,question,,ok,question,
66:21,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
66:23,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
66:25,,ok,question,,ok,question,,ok,question,,,,,ok,therapist_input,,ok,question,,ok,question,,ok,question,,ok,therapist_input,,ok,question,
66:27,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
66:29,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
66:4,,ok,therapist_input,,ok,therapist_input,,ok,other,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
66:6,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
66:8,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
67:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
67:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:16,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
67:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:2,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,reflection,,ok,reflection,
67:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:26,,ok,question,,ok,reflection,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
67:28,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
67:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:34,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
67:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:4,,ok,question,,ok,therapist_input,,ok,question,,,,,ok,therapist_input,,ok,therapist_input,,ok,question,,ok,question,,ok,question,,ok,question,
67:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
67:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
67:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
67:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
67:6,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
67:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:100,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
68:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:132,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
68:134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:136,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
68:138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:142,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
68:144,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
68:146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:161,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
68:163,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
68:165,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
68:167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:171,,ok,other,,ok,other,,ok,other,,,,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,,ok,other,
68:173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:179,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
68:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:181,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
68:183,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
68:185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:187,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
68:189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:199,,ok,therapist_input,,ok,therapist_input,,ok,other,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,other,
68:2,,ok,therapist_input,,ok,therapist_input,,ok,other,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
68:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:4,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,,,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
68:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
68:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:48,,ok,other,,ok,other,,ok,other,,,,,,,,,,,ok,other,,ok,other,,ok,other,,ok,other,
68:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:54,,ok,reflection,,ok,reflection,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
68:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:58,,ok,reflection,,ok,reflection,,ok,reflection,,,,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,,ok,reflection,
68:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:64,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
68:66,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
68:68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
68:80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:86,,ok,question,,ok,question,,ok,question,,,,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,,ok,question,
68:88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:90,,ok,question,,ok,question,,ok,question,,,,,,,,,,,ok,question,,ok,question,,ok,question,,ok,question,
68:92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
68:96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
68:98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
69:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
69:2,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
69:4,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
69:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
6:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
6:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
6:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
6:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
6:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,therapist_input,
6:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
6:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
6:20,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,,,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,,ok,therapist_input,
6:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
6:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
6:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,question,
6:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
6:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,other,
6:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,reflection,
6:34,,ok,question,,ok,question,,ok,reflection,,,,,,,,,,,ok,reflection,,ok,reflection,,ok,question,,ok,question,
