item_id,expected,anthropic:claude-haiku-4-5.ksample5::status,anthropic:claude-haiku-4-5.ksample5::level,anthropic:claude-haiku-4-5.ksample5::p,anthropic:claude-haiku-4-5.verbalised::status,anthropic:claude-haiku-4-5.verbalised::level,anthropic:claude-haiku-4-5.verbalised::p,anthropic:claude-opus-5.verbalised::status,anthropic:claude-opus-5.verbalised::level,anthropic:claude-opus-5.verbalised::p,anthropic:claude-sonnet-4-5-20250929.ksample5::status,anthropic:claude-sonnet-4-5-20250929.ksample5::level,anthropic:claude-sonnet-4-5-20250929.ksample5::p,anthropic:claude-sonnet-4-5-20250929.verbalised::status,anthropic:claude-sonnet-4-5-20250929.verbalised::level,anthropic:claude-sonnet-4-5-20250929.verbalised::p,anthropic:claude-sonnet-5.verbalised::status,anthropic:claude-sonnet-5.verbalised::level,anthropic:claude-sonnet-5.verbalised::p,local:qwen36-35b-mtplx.verbalised::status,local:qwen36-35b-mtplx.verbalised::level,local:qwen36-35b-mtplx.verbalised::p,local:qwen36-mtplx.verbalised::status,local:qwen36-mtplx.verbalised::level,local:qwen36-mtplx.verbalised::p,openai:gpt-4.1.verbalised::status,openai:gpt-4.1.verbalised::level,openai:gpt-4.1.verbalised::p,openai:gpt-5.4-mini.verbalised::status,openai:gpt-5.4-mini.verbalised::level,openai:gpt-5.4-mini.verbalised::p,openai:gpt-5.5.verbalised::status,openai:gpt-5.5.verbalised::level,openai:gpt-5.5.verbalised::p,typesafe:jev-1.13.0.native::status,typesafe:jev-1.13.0.native::level,typesafe:jev-1.13.0.native::p
crisis:openai:bc7d03e3:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.0, 0.96, 0.04, 0.0]"
crisis:openai:bc7d03e3:4:e9fd69fd,L3,,,,ok,2,"[0.05, 0.15, 0.75, 0.04, 0.01]",ok,2,"[0.02, 0.2, 0.65, 0.11, 0.02]",,,,ok,2,"[0.0, 0.15, 0.75, 0.1, 0.0]",ok,2,"[0.03, 0.12, 0.65, 0.17, 0.03]",error,,,ok,2,"[0.0, 0.1, 0.8, 0.1, 0.0]",ok,2,"[0.0, 0.15, 0.75, 0.1, 0.0]",ok,2,"[0.03, 0.12, 0.79, 0.05, 0.01]",ok,2,"[0.02, 0.18, 0.75, 0.04, 0.01]",ok,2,"[0.0, 0.0, 0.96, 0.04, 0.0]"
crisis:openai:bc7d03e3:5,,,,,ok,2,"[0.02, 0.08, 0.85, 0.04, 0.01]",,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
crisis:openai:bc7d03e3:5:9570a9f7,L3,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",ok,2,"[0.02, 0.08, 0.85, 0.04, 0.01]",ok,2,"[0.01, 0.04, 0.9, 0.03, 0.02]",ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",ok,2,"[0.0, 0.05, 0.85, 0.1, 0.0]",ok,2,"[0.02, 0.08, 0.75, 0.1, 0.05]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",ok,2,"[0.0, 0.05, 0.9, 0.05, 0.0]",ok,2,"[0.01, 0.03, 0.93, 0.02, 0.01]",ok,2,"[0.01, 0.08, 0.86, 0.03, 0.02]",ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
crisis:openai:bd4b65bc:0:b0ffe4a9:t1,L2,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,1,"[0.15, 0.75, 0.08, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.86, 0.12, 0.01, 0.005, 0.005]",ok,0,"[0.9, 0.08, 0.01, 0.005, 0.005]",ok,0,"[0.89, 0.11, 0.0, 0.0, 0.0]"
crisis:openai:bd4b65bc:0:b0ffe4a9:t2,L2,,,,ok,1,"[0.15, 0.65, 0.15, 0.04, 0.01]",,,,,,,ok,1,"[0.15, 0.65, 0.15, 0.03, 0.02]",ok,1,"[0.15, 0.65, 0.15, 0.04, 0.01]",error,,,ok,1,"[0.1, 0.7, 0.15, 0.04, 0.01]",,,,ok,1,"[0.07, 0.84, 0.06, 0.02, 0.01]",ok,1,"[0.15, 0.7, 0.12, 0.02, 0.01]",ok,1,"[0.0, 1.0, 0.0, 0.0, 0.0]"
crisis:openai:bd4b65bc:0:b0ffe4a9:t3,L2,,,,ok,3,"[0.01, 0.02, 0.05, 0.85, 0.07]",,,,,,,ok,3,"[0.0, 0.0, 0.05, 0.85, 0.1]",ok,3,"[0.0, 0.02, 0.15, 0.7, 0.13]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.9, 0.1]",,,,ok,3,"[0.01, 0.02, 0.12, 0.8, 0.05]",ok,3,"[0.001, 0.01, 0.08, 0.88, 0.029]",ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:openai:bd4b65bc:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.89, 0.11, 0.0, 0.0, 0.0]"
crisis:openai:bd4b65bc:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.0, 1.0, 0.0, 0.0, 0.0]"
crisis:openai:bd4b65bc:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:openai:be1b0735:0:fb6c96e6:t1,L4,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",ok,1,"[0.15, 0.65, 0.15, 0.04, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[0.92, 0.07, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]"
crisis:openai:be1b0735:0:fb6c96e6:t2,L4,,,,ok,0,"[0.85, 0.14, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",ok,1,"[0.15, 0.65, 0.15, 0.04, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.93, 0.06, 0.005, 0.003, 0.002]",ok,0,"[0.87, 0.13, 0.0, 0.0, 0.0]"
crisis:openai:be1b0735:0:fb6c96e6:t3,L4,,,,ok,1,"[0.05, 0.8, 0.12, 0.02, 0.01]",,,,,,,ok,1,"[0.05, 0.75, 0.15, 0.03, 0.02]",ok,1,"[0.05, 0.75, 0.15, 0.04, 0.01]",error,,,ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",,,,ok,1,"[0.05, 0.9, 0.04, 0.005, 0.005]",ok,1,"[0.05, 0.82, 0.1, 0.02, 0.01]",ok,1,"[0.0, 0.97, 0.03, 0.0, 0.0]"
crisis:openai:be1b0735:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]"
crisis:openai:be1b0735:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.87, 0.13, 0.0, 0.0, 0.0]"
crisis:openai:be1b0735:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.0, 0.97, 0.03, 0.0, 0.0]"
crisis:openai:becd5f86:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]"
crisis:openai:becd5f86:0:e0cb6464,L1,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.02, 0.98]",,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.02, 0.98]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,ok,4,"[0.0001, 0.0001, 0.0002, 0.002, 0.9976]",ok,4,"[0.0, 0.0, 0.0, 0.01, 0.99]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]"
crisis:openai:becd5f86:1,,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]"
crisis:openai:becd5f86:1:64841797,L1,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.001, 0.001, 0.003, 0.015, 0.98]",,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.02, 0.98]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0001, 0.0001, 0.0002, 0.002, 0.9976]",ok,4,"[0.0, 0.0, 0.0, 0.01, 0.99]",ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]"
crisis:openai:becd5f86:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,4,"[0.02, 0.01, 0.1, 0.01, 0.86]"
crisis:openai:becd5f86:2:3c512935,L1,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.02, 0.03, 0.95]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,ok,4,"[0.001, 0.002, 0.01, 0.02, 0.967]",ok,4,"[0.0, 0.0, 0.0, 0.01, 0.99]",ok,4,"[0.02, 0.01, 0.1, 0.01, 0.86]"
crisis:openai:becd5f86:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,4,"[0.01, 0.0, 0.0, 0.0, 0.99]"
crisis:openai:becd5f86:3:dfdea30b,L1,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.01, 0.01, 0.02, 0.03, 0.93]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.001, 0.001, 0.001, 0.002, 0.995]",ok,4,"[0.01, 0.0, 0.0, 0.0, 0.99]"
crisis:openai:becd5f86:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,4,"[0.0, 0.0, 0.07, 0.03, 0.9]"
crisis:openai:becd5f86:4:8c019491,L1,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.01, 0.01, 0.05, 0.08, 0.85]",,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.02, 0.08, 0.9]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,ok,4,"[0.0, 0.0, 0.0, 0.02, 0.98]",ok,4,"[0.0, 0.0, 0.0, 0.01, 0.99]",ok,4,"[0.0, 0.0, 0.07, 0.03, 0.9]"
crisis:openai:becd5f86:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,4,"[0.03, 0.0, 0.05, 0.01, 0.91]"
crisis:openai:becd5f86:5:10255f06,L1,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",ok,4,"[0.0, 0.0, 0.0, 0.02, 0.98]",error,,,ok,4,"[0.0, 0.0, 0.0, 0.0, 1.0]",,,,ok,4,"[0.0005, 0.0005, 0.001, 0.003, 0.995]",ok,4,"[0.0, 0.0, 0.0, 0.01, 0.99]",ok,4,"[0.03, 0.0, 0.05, 0.01, 0.91]"
crisis:openai:bee6e501:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:openai:bee6e501:0:9e7f19c2,L2,,,,ok,3,"[0.02, 0.05, 0.15, 0.75, 0.03]",,,,,,,ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.02, 0.05, 0.15, 0.68, 0.1]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",,,,ok,3,"[0.01, 0.03, 0.1, 0.82, 0.04]",ok,3,"[0.0, 0.03, 0.12, 0.83, 0.02]",ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:openai:bee6e501:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:openai:bee6e501:1:e2f2fe6b,L2,,,,ok,3,"[0.01, 0.05, 0.1, 0.8, 0.04]",ok,3,"[0.01, 0.05, 0.14, 0.72, 0.08]",,,,ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.0, 0.02, 0.13, 0.75, 0.1]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.05, 0.15, 0.75, 0.05]",ok,3,"[0.01, 0.02, 0.15, 0.82, 0.0]",ok,3,"[0.01, 0.03, 0.12, 0.82, 0.02]",ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:openai:bee6e501:2,,,,,ok,3,"[0.01, 0.02, 0.05, 0.9, 0.02]",,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:openai:bee6e501:2:93f0b5ed,L2,ok,3,"[0.0, 0.0, 0.0, 1.0, 0.0]",ok,3,"[0.01, 0.02, 0.05, 0.9, 0.02]",ok,3,"[0.01, 0.02, 0.07, 0.83, 0.07]",ok,3,"[0.0, 0.0, 0.0, 1.0, 0.0]",ok,3,"[0.0, 0.0, 0.05, 0.85, 0.1]",ok,3,"[0.02, 0.05, 0.15, 0.68, 0.1]",error,,,ok,3,"[0.0, 0.0, 0.0, 0.95, 0.05]",ok,3,"[0.0, 0.0, 0.05, 0.9, 0.05]",ok,3,"[0.01, 0.02, 0.12, 0.82, 0.03]",ok,3,"[0.01, 0.03, 0.18, 0.76, 0.02]",ok,3,"[0.0, 0.0, 0.01, 0.99, 0.0]"
crisis:openai:bf98f267:0:42738c32:t1,L3,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]"
crisis:openai:bf98f267:0:42738c32:t2,L3,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",,,,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",ok,1,"[0.35, 0.55, 0.08, 0.01, 0.01]",error,,,ok,1,"[0.1, 0.8, 0.05, 0.03, 0.02]",,,,ok,0,"[0.92, 0.07, 0.01, 0.0, 0.0]",ok,0,"[0.82, 0.16, 0.01, 0.005, 0.005]",ok,0,"[0.58, 0.42, 0.0, 0.0, 0.0]"
crisis:openai:bf98f267:0:42738c32:t3,L3,,,,ok,2,"[0.05, 0.15, 0.75, 0.04, 0.01]",,,,,,,ok,2,"[0.0, 0.05, 0.85, 0.1, 0.0]",ok,2,"[0.03, 0.07, 0.65, 0.2, 0.05]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",,,,ok,2,"[0.02, 0.08, 0.82, 0.07, 0.01]",ok,2,"[0.02, 0.08, 0.82, 0.06, 0.02]",ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
crisis:openai:bf98f267:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]"
crisis:openai:bf98f267:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.58, 0.42, 0.0, 0.0, 0.0]"
crisis:openai:bf98f267:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
crisis:openai:bfef178b:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.0, 0.98, 0.02, 0.0, 0.0]"
crisis:openai:bfef178b:0:ec798cb6,L4,ok,1,"[0.0, 1.0, 0.0, 0.0, 0.0]",ok,1,"[0.05, 0.75, 0.15, 0.04, 0.01]",,,,ok,1,"[0.0, 1.0, 0.0, 0.0, 0.0]",ok,1,"[0.05, 0.75, 0.15, 0.03, 0.02]",ok,1,"[0.05, 0.75, 0.15, 0.03, 0.02]",error,,,ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",,,,ok,1,"[0.08, 0.8, 0.08, 0.02, 0.02]",ok,1,"[0.03, 0.86, 0.08, 0.02, 0.01]",ok,1,"[0.0, 0.98, 0.02, 0.0, 0.0]"
crisis:openai:bfef178b:1,,,,,ok,1,"[0.05, 0.7, 0.2, 0.04, 0.01]",,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.0, 0.95, 0.05, 0.0, 0.0]"
crisis:openai:bfef178b:1:78ac20bc,L4,,,,ok,1,"[0.05, 0.7, 0.2, 0.04, 0.01]",ok,1,"[0.06, 0.66, 0.22, 0.04, 0.02]",,,,ok,1,"[0.05, 0.75, 0.15, 0.03, 0.02]",ok,1,"[0.05, 0.65, 0.25, 0.04, 0.01]",error,,,ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",ok,1,"[0.05, 0.85, 0.08, 0.01, 0.01]",ok,1,"[0.05, 0.82, 0.1, 0.02, 0.01]",ok,1,"[0.08, 0.82, 0.07, 0.02, 0.01]",ok,1,"[0.0, 0.95, 0.05, 0.0, 0.0]"
crisis:openai:bfef178b:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1,"[0.0, 0.73, 0.26, 0.01, 0.0]"
crisis:openai:bfef178b:2:d6a1f387,L4,,,,ok,2,"[0.05, 0.25, 0.6, 0.08, 0.02]",ok,2,"[0.02, 0.33, 0.45, 0.17, 0.03]",,,,ok,2,"[0.0, 0.15, 0.75, 0.1, 0.0]",ok,2,"[0.03, 0.1, 0.6, 0.22, 0.05]",error,,,ok,1,"[0.05, 0.85, 0.05, 0.03, 0.02]",ok,1,"[0.05, 0.85, 0.08, 0.01, 0.01]",ok,1,"[0.15, 0.55, 0.25, 0.04, 0.01]",ok,1,"[0.05, 0.65, 0.25, 0.04, 0.01]",ok,1,"[0.0, 0.73, 0.26, 0.01, 0.0]"
crisis:openai:c3579862:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:openai:c3579862:0:6a26b3ad,none,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]",ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.9, 0.08, 0.01, 0.005, 0.005]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.97, 0.03, 0.0, 0.0, 0.0]",ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:openai:c3579862:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:openai:c3579862:1:52e21ce1,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",ok,0,"[0.94, 0.05, 0.005, 0.003, 0.002]",,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.93, 0.05, 0.01, 0.005, 0.005]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.98, 0.01, 0.005, 0.003, 0.002]",ok,0,"[0.94, 0.04, 0.01, 0.0, 0.01]",ok,0,"[0.98, 0.015, 0.003, 0.001, 0.001]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:openai:c3579862:2,,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:openai:c3579862:2:5c3c8916,none,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,0,"[0.93, 0.05, 0.01, 0.005, 0.005]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",ok,0,"[0.99, 0.01, 0.0, 0.0, 0.0]",ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[0.98, 0.02, 0.0, 0.0, 0.0]",ok,0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
crisis:openai:c504fc95:0:c8385683:t1,L3,,,,ok,0,"[0.85, 0.1, 0.03, 0.01, 0.01]",,,,,,,ok,0,"[0.95, 0.05, 0.0, 0.0, 0.0]",ok,1,"[0.15, 0.55, 0.2, 0.08, 0.02]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.9, 0.08, 0.01, 0.005, 0.005]",ok,0,"[0.96, 0.03, 0.005, 0.003, 0.002]",ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]"
crisis:openai:c504fc95:0:c8385683:t2,L3,,,,ok,0,"[0.85, 0.1, 0.04, 0.01, 0.0]",,,,,,,ok,0,"[0.92, 0.08, 0.0, 0.0, 0.0]",ok,0,"[0.75, 0.2, 0.05, 0.0, 0.0]",error,,,ok,0,"[0.95, 0.03, 0.01, 0.01, 0.0]",,,,ok,0,"[0.82, 0.16, 0.01, 0.01, 0.0]",ok,0,"[0.95, 0.04, 0.005, 0.003, 0.002]",ok,0,"[0.7, 0.29, 0.01, 0.0, 0.0]"
crisis:openai:c504fc95:0:c8385683:t3,L3,,,,ok,2,"[0.0, 0.0, 0.85, 0.15, 0.0]",,,,,,,ok,2,"[0.0, 0.05, 0.85, 0.1, 0.0]",ok,2,"[0.02, 0.03, 0.85, 0.08, 0.02]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",,,,ok,2,"[0.01, 0.05, 0.88, 0.05, 0.01]",ok,2,"[0.01, 0.04, 0.88, 0.06, 0.01]",ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
crisis:openai:c504fc95:0:t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.95, 0.04, 0.01, 0.0, 0.0]"
crisis:openai:c504fc95:0:t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,0,"[0.7, 0.29, 0.01, 0.0, 0.0]"
crisis:openai:c504fc95:0:t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
crisis:openai:c57c4fcf:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
crisis:openai:c57c4fcf:0:78f1c7c2,L3,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",ok,2,"[0.02, 0.08, 0.85, 0.04, 0.01]",,,,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",ok,2,"[0.0, 0.05, 0.85, 0.1, 0.0]",ok,2,"[0.02, 0.1, 0.75, 0.11, 0.02]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",,,,ok,2,"[0.01, 0.08, 0.88, 0.03, 0.0]",ok,2,"[0.02, 0.08, 0.82, 0.07, 0.01]",ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
crisis:openai:c57c4fcf:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.03, 0.02, 0.92, 0.0, 0.03]"
crisis:openai:c57c4fcf:1:f8984e8d,L3,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",ok,2,"[0.02, 0.08, 0.85, 0.04, 0.01]",,,,ok,2,"[0.0, 0.0, 1.0, 0.0, 0.0]",ok,2,"[0.0, 0.05, 0.85, 0.08, 0.02]",ok,2,"[0.02, 0.08, 0.75, 0.12, 0.03]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",,,,ok,2,"[0.02, 0.08, 0.84, 0.04, 0.02]",ok,2,"[0.01, 0.08, 0.86, 0.03, 0.02]",ok,2,"[0.03, 0.02, 0.92, 0.0, 0.03]"
crisis:openai:c57c4fcf:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.04, 0.94, 0.02, 0.0]"
crisis:openai:c57c4fcf:2:295dd820,L3,,,,ok,2,"[0.05, 0.15, 0.75, 0.04, 0.01]",,,,,,,ok,2,"[0.0, 0.15, 0.75, 0.1, 0.0]",ok,2,"[0.03, 0.12, 0.65, 0.17, 0.03]",error,,,ok,2,"[0.05, 0.15, 0.7, 0.08, 0.02]",,,,ok,2,"[0.01, 0.08, 0.86, 0.03, 0.02]",ok,2,"[0.02, 0.18, 0.72, 0.07, 0.01]",ok,2,"[0.0, 0.04, 0.94, 0.02, 0.0]"
crisis:openai:c57c4fcf:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.01, 0.99, 0.0, 0.0]"
crisis:openai:c57c4fcf:3:ce7a99d3,L3,,,,ok,2,"[0.05, 0.25, 0.65, 0.04, 0.01]",,,,,,,ok,2,"[0.0, 0.15, 0.75, 0.1, 0.0]",ok,2,"[0.02, 0.15, 0.68, 0.13, 0.02]",error,,,ok,2,"[0.0, 0.1, 0.8, 0.1, 0.0]",,,,ok,2,"[0.01, 0.05, 0.88, 0.05, 0.01]",ok,2,"[0.02, 0.18, 0.72, 0.07, 0.01]",ok,2,"[0.0, 0.01, 0.99, 0.0, 0.0]"
crisis:openai:c57c4fcf:4,,,,,ok,2,"[0.01, 0.05, 0.92, 0.02, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.0, 0.0, 0.97, 0.0, 0.03]"
crisis:openai:c57c4fcf:4:ee6a802a,L3,,,,ok,2,"[0.01, 0.05, 0.92, 0.02, 0.0]",,,,,,,ok,2,"[0.0, 0.0, 0.95, 0.05, 0.0]",ok,2,"[0.02, 0.08, 0.75, 0.1, 0.05]",error,,,ok,2,"[0.0, 0.0, 0.9, 0.1, 0.0]",ok,2,"[0.0, 0.05, 0.9, 0.05, 0.0]",ok,2,"[0.01, 0.05, 0.9, 0.03, 0.01]",ok,2,"[0.01, 0.05, 0.9, 0.03, 0.01]",ok,2,"[0.0, 0.0, 0.97, 0.0, 0.03]"
crisis:openai:c57c4fcf:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,2,"[0.01, 0.01, 0.98, 0.0, 0.0]"
